sample_id,concentration_Bq_m3,net_signal_counts,total_signal_counts,threshold_counts,detected,time_to_detection_s,localization_error_m,run_name
261,0.00020491973141259487,235.06705826063703,7582.286682606436,7601.7696243457995,False,,26.0213128121758,quick_check
262,0.00014498534885234128,145.8336870044636,7248.638047293409,7357.354360288946,False,,34.43023745672156,quick_check
263,0.0007281159907641724,739.3145072746225,8133.139612521961,7648.375105247338,True,428.52246691057746,16.413752766860704,quick_check
264,0.0006173030649402595,551.4990051566953,7827.170952822089,7530.221947665394,True,356.12994141544823,54.20395086237112,quick_check
265,0.00032618410851067086,327.6815961648882,7458.049721452559,7384.9181252876715,True,329.8736204395761,31.09877666302044,quick_check
266,0.0005357943616102429,519.4437042020991,7678.427265948838,7413.533561746739,True,336.13809534117047,75.7734981980962,quick_check
267,0.0005423885825602777,553.891133821363,7676.235683915872,7376.894550094509,True,347.71942716850594,69.76864534335036,quick_check
268,0.0003156040670352086,275.3612951915658,7580.715334632856,7559.9040394412905,True,351.06066334443494,51.859140731978016,quick_check
269,0.00017975341986407325,206.87155687857515,7275.889583140911,7323.5680262623355,False,,134.69153773145945,quick_check
270,0.00014985699818951834,126.86149163370403,7376.56017513782,7504.248683504116,False,,9.69841414094571,quick_check
271,0.0005804309200285856,399.8510191028874,7466.624761117113,7321.323742014226,True,576.5877078921316,49.61686933973695,quick_check
272,0.0004985614189357607,494.01840698111175,7486.635529384997,7247.1671224038855,True,547.8256409330031,48.089719598593426,quick_check
273,0.00016425032970514224,158.73284541554963,7365.084713137715,7460.901867722166,False,,46.568376802930885,quick_check
274,0.0009043918092872324,1043.0315403180803,8342.296876204193,7553.815335886112,True,258.1366693962234,71.22045137875037,quick_check
275,0.0008548829024840874,1014.6570376139149,8282.97854386019,7522.871506246275,True,665.6408666432848,134.37397193099994,quick_check
276,0.0002956556771175299,254.61141862914377,7574.226061334494,7574.164642705351,True,308.42693941949113,86.66415072748623,quick_check
277,0.00028641151714490213,282.7195168824213,7366.003915405131,7337.83439852271,True,293.7391615580672,61.268031172972464,quick_check
278,0.00015751512165992654,176.72477977669584,7434.957927643779,7512.783147867083,False,,45.315085024673635,quick_check
279,0.00028741326321039666,336.58891341630977,7446.432554434751,7364.3936410184415,True,307.1760567968983,6.872549928525395,quick_check
280,0.0005246907761774529,636.8499603319322,7754.838361378113,7372.538401046181,True,386.26747808240333,94.7466078872549,quick_check
281,0.001281131452406226,1538.8313159284753,8896.181376273707,7611.900060345233,True,358.49796891131496,41.79868655733587,quick_check
282,0.000234153284449146,294.0012141131287,7363.837460266368,7324.38624615324,True,293.7553402450152,70.27789652927545,quick_check
283,0.00032281744230752197,259.7509047555142,7328.263769441989,7323.062864686475,True,373.6010479043219,47.78833314419707,quick_check
284,0.0005021146725991509,515.37724442479,7831.408622660799,7570.581378236009,True,455.44519713418657,22.504706968062862,quick_check
285,0.0002400781304203207,248.5182774456099,7340.2121011780655,7346.243823732456,False,,32.64620643271853,quick_check
286,0.00029726737383197816,318.9258970384318,7571.64016931597,7507.264272277538,True,278.54668649887077,46.31549725114021,quick_check
287,0.00024408796324821755,276.7677506076845,7739.100253310545,7716.882502702861,True,350.6622987821319,24.56560321316927,quick_check
288,0.00041986154175544335,448.61518069659076,7578.055564000153,7383.990383303562,True,300.426949901504,98.83256524916222,quick_check
289,0.0005633632217175685,499.939465496693,7709.774189771531,7464.384724274839,True,707.4502238136779,14.855447019141174,quick_check
290,0.0010660557354342883,1114.4069441845893,8311.491866731692,7451.634922547103,True,401.887167752326,132.26755622982097,quick_check
291,0.0005223755466605591,509.09589419262363,7723.2514584134715,7468.705564220848,True,298.66717426516936,17.811503880449607,quick_check
292,0.0010964166972208815,945.2379065007074,8086.171871806184,7395.483965305477,True,440.73100213936476,52.18739015186847,quick_check
293,0.0004367036859938608,458.68090262300365,7650.083163504309,7445.952260881305,True,521.5612558901322,46.56983716748263,quick_check
294,0.0004642801462922147,481.92213183583334,7936.344195524178,7708.972063688345,True,453.3815037447394,115.05774537789854,quick_check
295,0.00046666374008719837,488.8423974022615,7813.557293762764,7579.2648963605025,True,248.65629724491598,67.19095546577847,quick_check
296,0.0002825205264727658,287.8375152914004,7480.772587163395,7447.4850718719945,True,248.7689006166068,45.88954885012378,quick_check
297,0.0006369723944979662,613.2517951659819,7554.546279595886,7195.844484429904,True,431.26706540477585,22.7564409172029,quick_check
298,0.00024297195807192082,237.56584194824362,7389.540214314301,7406.524372366058,False,,23.343337826613556,quick_check
299,0.00015360261980037413,176.7209874834437,7368.105883755798,7445.934896272354,False,,51.768966509076186,quick_check
300,0.00016882876026121538,178.9338581767556,7241.187027767428,7316.803169590673,False,,67.92911425367816,quick_check
301,0.00022182042489625012,265.2684068197794,7500.23601008807,7489.51760326829,True,304.7645065246686,39.46518725621397,quick_check
302,0.0003463139290863067,296.6035549788066,7318.036739577195,7275.983184598388,True,426.1755332022343,114.43769556112738,quick_check
303,0.0002632475906270304,264.7730225867528,7641.199416279609,7630.976393692857,True,345.1224482700401,19.946666852985345,quick_check
304,0.0004552793786243678,527.7831515567867,7630.687340660833,7357.454189104046,True,618.4144048804798,80.38163380698369,quick_check
305,0.0003030058826804398,265.9314805786828,7472.519044727244,7461.137564148562,True,295.14381180946157,49.20750415003903,quick_check
306,0.00029959037658506605,249.97800502477114,7524.06820991025,7528.640204885479,False,,66.03623618283777,quick_check
307,0.00030032592686219663,325.10101333049914,7461.853982285274,7391.302968954775,True,448.92649133011537,26.35582229947775,quick_check
308,0.00011692750100927075,104.80501021691474,7233.896573969784,7383.64156375287,False,,39.43677852340256,quick_check
309,0.000196005272672469,189.3888302914316,7315.711170743241,7380.87234045181,False,,31.451777700619843,quick_check
310,0.00022419136158678563,212.51829786765455,7372.970167525022,7415.001869657367,False,,106.42968056805782,quick_check
311,0.00020043038123982322,240.79561629879007,7229.448738420388,7243.2031221215975,False,,43.6810124590326,quick_check
312,0.0002524632735415835,220.09742116193917,7476.153115412675,7510.605694250736,False,,39.43063281713114,quick_check
313,0.00021098736052050792,235.27536099065264,7513.206043082007,7532.4806820913545,False,,59.5701001549031,quick_check
314,0.00010363253311348072,89.56387714701758,7252.113314594752,7417.099437447735,False,,29.49598790583035,quick_check
315,0.00037993926208718565,336.09239680243405,7725.005334296494,7643.46293749406,True,411.62215226661925,59.09882120556195,quick_check
316,0.0004327360420451766,349.9589532254751,7832.7805089515305,7737.371555726056,True,439.2990235233266,46.610842962747036,quick_check
317,0.0012226791627273279,1024.7590581871887,8083.968734012897,7313.759675825709,True,448.8982759180012,59.03666524756204,quick_check
318,0.0002384757026740192,217.8025087891434,7175.481337108354,7212.22882831921,False,,18.917024211724943,quick_check
319,0.00011758802585835501,117.80233279884234,7196.961382651582,7333.7090498527405,False,,18.420097299780625,quick_check
320,0.0007795857957593109,878.8045699031962,8076.175380593691,7451.920810690495,True,351.4594922922976,20.646125344076548,quick_check
