run_name,sample_id,localization_error_m
final,674,81.12448189099831
final,675,39.55514016938713
final,676,32.23327862318945
final,677,32.700953928730506
final,678,21.331680094289357
final,679,8.467528141291854
final,680,7.38904551131632
final,681,44.61450000842001
final,682,71.64755237014506
final,683,48.07352872098494
final,684,26.338951311760994
final,685,38.624284890815545
final,686,38.95161446857851
final,687,8.099352383763927
final,688,86.59460348674322
final,689,56.082927913663724
final,690,25.53601515366061
final,691,52.96563567899617
final,692,72.90610316469204
final,693,67.48678099247479
final,694,26.627997816288566
final,695,33.37769236712879
final,696,8.833489863926758
final,697,82.32303192870185
final,698,73.95587949329159
final,699,103.7246526126002
final,700,14.755423387247726
final,701,67.46910629119901
final,702,68.75080969365561
final,703,29.449545635730736
final,704,31.407309684703858
final,705,16.978545353243252
final,706,19.667594190417226
final,707,26.54541227028912
final,708,25.225745322020142
final,709,105.27396934924963
final,710,7.762615446412269
final,711,33.989866640444966
final,712,117.08101360019772
final,713,77.29750231013891
final,714,63.01482040816751
final,715,41.898890769362424
final,716,43.3117495123181
final,717,124.4381678981908
final,718,28.00421934248912
final,719,48.33441484618794
final,720,16.68394758535795
final,721,36.83906345398671
final,722,17.970744861303807
final,723,61.58931434956611
final,724,44.43626495273645
final,725,85.34811067066443
final,726,68.97033914627492
final,727,74.44520497786039
final,728,19.77834837136002
final,729,46.66341883300828
final,730,55.511232729558316
final,731,34.04295651052338
final,732,58.0457010395814
final,733,31.651053634205848
final,734,94.68863539067682
final,735,24.113610679665353
final,736,154.1972234504671
final,737,61.046561572121114
final,738,145.20965230855035
final,739,27.475902037281834
final,740,14.185452893273304
final,741,51.9003439160328
final,742,67.00529390254599
final,743,13.695924537946844
final,744,52.99843671603331
final,745,98.19029773521179
final,746,22.990070306862634
final,747,38.20950200854013
final,748,85.75465752652984
final,749,50.41368676718186
final,750,69.265156003789
final,751,88.6882654986268
final,752,62.50289232446358
final,753,87.77628337735183
final,754,18.016673989108853
final,755,31.95794255566594
final,756,41.01194417249817
final,757,20.632127933293138
final,758,64.1075363644448
final,759,39.481754043832595
final,760,22.400848234770923
final,761,121.63002306284623
final,762,115.2215529861228
final,763,42.640728624787876
final,764,69.65529638435213
final,765,22.40944193757634
final,766,60.342284579818084
final,767,123.46989555275957
final,768,25.505591483441762
final,769,47.46084811552239
final,770,77.78647114706058
final,771,21.450613187123043
final,772,22.467582888913626
final,773,32.02494109628796
final,774,46.05709748639295
final,775,18.13172948342517
final,776,21.28505982184874
final,777,5.404139831547173
final,778,75.93897815230432
final,779,144.89161354361158
final,780,38.04008681863682
final,781,41.53290240457787
final,782,68.70404063345356
final,783,39.202426209337034
final,784,3.4262929822077415
final,785,42.232737638966505
final,786,81.02618290579983
final,787,20.3554458416691
final,788,38.208644038508766
final,789,63.11697500709151
final,790,12.022388173689333
final,791,14.006192966971025
final,792,20.801880590423416
final,793,26.44313507313778
final,794,68.99848418360568
final,795,86.32264974887599
final,796,61.165828371201734
final,797,66.673953104479
final,798,170.44618939600934
final,799,49.49228548561281
final,800,60.91695521707396
final,801,11.767997519577206
final,802,32.08736487512039
final,803,30.406067372130547
final,804,60.42327535153566
final,805,36.77657072254899
final,806,11.95647134590841
final,807,36.71847793725165
final,808,79.73507675939544
final,809,13.501392408978871
final,810,98.74368103577135
final,811,60.941285298395066
final,812,14.90202400696811
final,813,47.44112899989157
final,814,44.737160871560135
final,815,12.328887979039171
final,816,7.931671240768777
final,817,45.561888687927436
final,818,54.76521909361197
final,819,39.38365921489809
final,820,38.976065590786654
final,821,6.763805029359823
final,822,32.11292444211754
final,823,27.642367605654044
final,824,5.073673154485993
final,825,41.23864321856195
final,826,27.09063027834608
final,827,48.540961157355895
final,828,90.51881687996959
final,829,38.829045398832484
final,830,24.532634111014495
final,831,10.635060230210962
final,832,6.385564528084236
final,833,31.485645191920945
final,834,74.27745001575765
final,835,19.51494230439732
final,836,22.695641542820233
final,837,7.919821800541229
final,838,77.0851166252618
final,839,35.858565860595164
final,840,93.95796852219645
final,841,30.70282845761326
final,842,10.83455036523401
final,843,28.81313039626808
final,844,39.123424542630175
final,845,99.54039944860165
final,846,38.27713895245333
final,847,28.19650406603985
final,848,11.075743137407711
final,849,30.07726492791189
final,850,55.41263833317206
final,851,101.40219429966353
final,852,65.59329038946878
final,853,53.53680264071961
final,854,49.293448813817875
final,855,8.464474166125635
final,856,51.007385416676634
final,857,2.161062363469547
final,858,20.226880761487564
final,859,50.212570517328636
